menu_start_game_0|Welcome to Viking Conquest.
menu_event_siege_06|Panie, karawany przewożące żywność dla naszych ludzi mogą być zagrożone. Nasi zwiadowcy donoszą o wrogich jednostkach za naszymi liniami.^Mogliśmy tego uniknąć rozstawiając blokady w tym miejscu.
mno_choice_06_1f|Wyślij ludzi do ochrony drogi i odganiania wroga (Żołnierze zostaną zwerbowani z twojego własnego oddziału).
mno_choice_06_2f|Wyślij posłańców by opłacili wrogich żołnierzy by ci nie atakowali karawany (500 peninów bez żadnej gwarancji).
mno_choice_06_3f|Nic nie rób (stracisz część prowiantu, ale twoi ludzie przeżyją).
menu_encuentro_avituallamiento|Wysyłasz oddział do ochrony karawany i odganiania wrogów którzy są zmorą twoich tras dostaw . Twoi ludzie osaczyli wrogie oddziały i zmusiły je do walki na śmierć. Nie obyło się bez strat, ale twoim ludziom udało się wygrać bitwę i zabezpieczyć trasy dostaw.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_back_to_siegeg|Wpaniale.
menu_encuentro_avituallamiento2|{s4}
menu_event_siege_07|Nasi zwiadowcy odkryli, że obrońcy zatruli wodę używając do tego truchła zabitego zwierzęcia.
mno_choice_07_1g|Kup wodę i spytaj kupców czy będą nam ją dostarczać (600 peningów).
mno_choice_07_2g|Racjuj wodę i wykop studnie.
mno_choice_07_3g|Bez wody oblężenie nie może być kontynuowane. Przerwij oblężenie.
menu_sed_siege|Woda jest na wyczerpaniu, a twoi ludzi są osłabieni . Niektórzy z nich, kierowani swym szaleńczym pragnieniem piją zatrutą wodę i umierają. Wreszcie studnia zostaje ukończona dzięki czemu masz wodę na jakiś czas. Możesz kontynuować oblężenie.^^Twoje straty poniesione przez zatrutą wodę:{s8}
mno_back_to_siegeh|Los jest nieubłagany.
menu_event_siege_08|Złe wieści: jeden z twoich ludzi zdezerterował na rzecz wroga. Być może to przez jego niskie morale lub przez to, że został przekupiony przez wroga. Cokolwiek to było wróg zna teraz nasze plany.
mno_choice_08_1h|Podaruj 400 peningów dla wojska. Nie chce więcej dezercji
mno_choice_08_2h|Nie martwcie się. Zawsze mogę zmienić plany
menu_event_siege_09|Dezerter z oddziału wroga przyłącza się do nas. Informuje nas o tym, że {s2}.
mno_choice_09_1i|Powitaj go w naszych szeregach.
mno_choice_09_2i|Nie chce dezerterów w wśród moich ludzi. Zabic go.
mno_choice_09_3i|Jestem pewien, że to szpieg. Odeślijcie go z powrotem.
menu_event_siege_10|Nasi ludzi nie są wrogo nastawieni do ludzi wroga, a nawet czasami z nimi rozmawiają. Może to wpłynąć na ich ducha walki w czasie bitwy. Co mamy uczynić?
mno_choice_10_1j|Pozwól im. Duch walki jest bardzo ważny.
mno_choice_10_2j|Co? Zabroń im i ukaż winnych.
menu_event_siege_11|Zimne wiatry zimy zawsze odciskają swoje piętno kiedy przychodzą. Niektórzy ludzi pomarli z zimna, z powodu grypy czy innych chorób.^^Twoje straty: {s8}
mno_choice_11_1j|Niechaj spoczywają w spokoju.
menu_event_siege_12|Przybywa do ciebie rolnik który mówi, że człowiek mieszkający blisko twego obozu zgwałcił jego córkę. Chce od ciebie 100 peningów odszkodowania. Co robisz?
mno_choice_12_1j|Wypłać odszkodowanie.
mno_choice_12_2j|Odmów zapłaty. Jesteście na terytorium wroga, więc twoi ludzi mieli do tego prawo.
mno_choice_12_3j|Zabij rolnika i jego córkę.
menu_no_paymentandkill|W ramach zemsty ludzie z okolicznych wsi łączą siły i atakują twocih ludzi, gdy są na polowaniu^^Twoje straty: {s8}
menu_event_siege_13|Wrogi oddział zaatakował twoich ludzi z zaskoczenia i wykonał szybki odwrót.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_choice_13_1b|To się zdarza. Bądz ostrożny.
menu_event_siege_14|W czasie plądrowania wrodzy jeźdzcy zauważyli twoich ludzi.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_choice_14_1b|To się zdarza. Bądz ostrożny.
menu_event_siege_15|Zostaliśmy zaatakowani przez wrogie siły w czasie najazdu na wioske. Osadnicy dołączyli do armii, przez co ponieśliśmy duże straty.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_choice_15_1b|To się zdarza. Bądz ostrożny.
menu_event_siege_16|Nasi ludzie starli się z wrogimi oddziałami przy rzece, a walka przyniosła straty po obu stronach.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_choice_16_1b|To się zdarza. Bądz ostrożny.
menu_event_siege_17|Wrogie oddziały użyły tajnego przejścia przez co przypuszczają na nas niespodziewany atak, a następnie wycofują się do obrony murów.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_choice_17_1b|To się zdarza. Bądz ostrożny (Zablokuj miejsce , a problem zniknie od razu).
menu_event_siege_18|Niektórzy twoi ludzi porwali kobiety z okolicznych wiosek i przywiedli je do obozu by się z nimi zabawić.
mno_choice_18_1b|Pozwól im, ale powiedz że mają ci podesłać te naładniejsze.
mno_choice_18_2b|Rozkaż twoim ludziom uwolnić kobiety i ukarać porywaczy.
menu_event_siege_19|Wróg próbuje przebić się przez nasze barykady, podczas gdy twoi ludzie ich powstrzymują.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_choice_19_1b|Wyślij kilku ludzi by wzmocnili barykady, kiedy ja przypusze owdet. To zmusi ich do odwrotu.
mno_choice_19_2b|Szybko. Wyślij wszystkich ludzi by chronili barykady.
mno_choice_19_3b|Nie martwcie się, barykada wytrzyma.
menu_no_defendiendo|Wróg przebił się przez nasze barykady, spalił małe obozowiska i zniszczył punkty obserwacyjne, przełamując naszą obronę^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_defendiendo_1b|Musimy odbudować barykady.
menu_defendiendo_circunvallation|Udalo nam się odeprzeć wroga, który powrócił by bronić murów...^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
menu_defendiendo_mal|Inny oddział wroga skorzystał z nieuwagi twoich ludzi i spalił inną część barykady.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
menu_event_siege_20|Wróg próbuje podpalić nasz sprzęt szturmowy.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_choice_20_1b|Szybko. Chcę wysłać wsparcie do strefy broniącej naszego sprzętu szturmowego, gdy sam przypuszcze atak zmuszając ich do odwrotu.
mno_choice_20_2b|Szybko. Wysłać wszystkich ludzi do obrony sprzętu szturmowego.
mno_choice_20_3b|Nie obawiajcie się. Nasi ludzi go pilnują.
menu_no_defendiendo_equip|Wróg przebił się przez naszą obronę i spalił nasz sprzęt szturmowy.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
menu_defendiendo_equip|Udalo nam się odeprzeć wroga, który powrócił by bronić murów.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_defendiendo_1h|Wpaniale.
menu_defendiendo_mal_equip|Inny oddział otoczył nasze pozycjeo spalił nasz sprzęt szturmowy po drugiej stronie.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_defendiendo_1v|Szlag!
menu_event_siege_21|Twoi strażnicy odkryli, że kilku męższczyzn próbuje uciec za barykadę pod osłoną nocy.
mno_choice_21_1b|Pozwól im uciec.
mno_choice_21_2b|Zabij ich.
menu_event_siege_22|W nocy twoi strażnicy doniesli ci, że wróg posłał swoich ludzi w przebraniu owiec by podeszli pod rzekę. Właśnie teraz napełniają beczki wodą by zanieść je do swojego składu.
mno_atacar_emboscada_player2|Idź tam wraz z każdym kot będzie chciał dołączyć.
mno_choice_22_1b|Zaskocz wroga przebranego w owcze skóry.
mno_choice_22_2b|Nic nie rób.
menu_victoria_ovejas|Nasi ludzi zaskoczyli oddział odziany w owcze skóry i wybili ich niemal do nogi.^^Twoje straty: {s8}^^Straty nieprzyjaciela: {s9}
mno_defendiendo_1l|Wspaniale!
menu_derrota_ovejas|To pułapka! Panie, wrogi oddział przebrany w owcze skóry wciągnął naszych ludzi w pułapkę. Wielu zgineło nim udało im się powrócić za barykadę.^^Twoje straty: {s8}^^Enemy casualties: {s9}
mno_defendiendo_1p|To straszne.
menu_tablas_ovejas|Twoi ludzie prawie osaczyli wroga, ale byli zbyt wolni i głośni. Oddział odziany w owcze skóry wyczuł zagrożenie i powrócił w porę do składu.
mno_defendiendo_1o|Cóż, następnym azem się uda.
menu_event_siege_23|Przybyli dziś do ciebie najemnicy którzy pragną do ciebie dołaczyć. Mówią, że zostali wygnani z miejsca które oblegamy i pragną zemsty.
mno_choice_23_1b|Przyjmij ich.
mno_choice_23_2b|Nie potrzebuje wiecej ludzi.
menu_event_siege_24|Zebraliśmy głowy wrogich żołnierzy i osadników. Czy chcesz posłać je za mury osłabiając morale i szerząc choroby?
mno_choice_24_1b|Co? Jesteś chorym maniakiem. Nie róbcie tego!
mno_choice_24_2b|Jasne, okażą sie przydatne, gdy bedziemy negocjować poddanie.
menu_cabezas_moral|Głowy zostały posłane do składu. Z zewnątrz słychać krzyki i lament mieszkańców rozpoznających swoich bliskich. Wojna jest bezlitosna, a ty właśnie udowodniłeś, że jesteś najstraszliwszym z jej piewców.
mno_defendiendo_1q|To pomoże im powstać... lub zginąć...
menu_event_siege_25|Kupcy oferują, że zorganizują występ tancerek by zabawiły twoich ludzi w nocy.
mno_choice_25_1b|Potrzebuje swoich ludzi gotowych do działania, a nie rozproszonych i zmęczonych .
mno_choice_25_2b|Najmij tancerki tylko dla siebie (100 peningów).
mno_choice_25_3b|Twoi ludzie na to zasługują. Najmij tancerki dla nich (500 peningów).
menu_event_siege_26|Grupa bandytów zbliża się do obozu. Twoi ludzie zastępują im drogę, wtedy bandyci odkładają broń i mówią, że przychodzą w pokoju. Ich przywódca pyta się czy mogą do ciebie dołączyć .
mno_choice_26_1b|Oczewiście! W mojej kompanii zawsze powitam ludzi oddanych i utalentowanych!
mno_choice_26_2b|Nie ma tu miejsca dla ludzi twojego pokroju!
mno_choice_26_3b|Udowodnijcie swoją wartość, napadając wioskę i przynosząc mi głowę ich przywódcy!
mno_choice_26_4b|Zabij ich wszystkich!
menu_sanguinario_p|Po dwóch godzinach bandyci powracają niosąc ze sobą czyjąś głowę...
menu_event_siege_27|Kilku kupców prosi o możliwość rozbicia obozu w którym sprzedawać bedą różne dobra. 
mno_choice_27_1b|Są (i ich pieniądze) mile widziane.
mno_choice_27_2b|Mamy już wystarczająco dużo kupców.
mno_choice_27_3b|Zabij ich i zabierz im pieniądze.
menu_event_siege_28|Aby żywności starczyło na dłużej, obrońcy wyrzucają kobiety, dzieci i starszych. Możesz ich zobaczyć przed murami, błagających o jedzenie.
mno_choice_28_1b|Wyśli oddział by zabił dzieci i starszych, ale zabrał kobiety by usługiwały twoim ludziom.
mno_choice_28_2b|Kup żywność i rozdaj potrzebującym. (1000 peningów). Pozwól im odejść.
mno_choice_28_3b|Nic im nie dawaj. Pozwól by umarli z głodu przed bramami swego domu!
menu_event_siege_29|Jeden z twoich żołnierzy, rozgniewany przedłużającym się oblężeniem, gwałci żonę jednego z twoich oficerów.
mno_choice_29_1b|Zignoruj sytuację.
mno_choice_29_b|Ukaż żołnierza.
mno_choice_29_3b|Strać żołnierza.
mno_choice_29_4b|Zapłać odszkodowanie oficerowi (1000 peningów).
menu_lucha_oficial|Oficer zabija żołnierza, po czym wywiązuje się walka między ziomkami żołnierza, a ludźmi oficera, w wyniku czego paru ludzi traci życie.
mno_defendiendo_1z|To straszne.
menu_messenger_system|Zbliża się posłaniec. staje przed tobą łapiąc oddech i krzyczy:^^'Moi panowie kazali mi odnaleźć i poinformować cię, że w {s9} znaleziono martwe ciało twojego posłańca. Z przykrością informujemy cię, że nigdy nie dotarł do celu. Jesteśmy do twojej dyspozycji kiedy tylko będziesz chciał coś wysłać. Wiesz gdzie nas znaleźć.'
mno_error_1|Kontynuuj.
menu_messenger_system2|Zbliża się posłaniec. staje przed tobą łapiąc oddech i krzyczy:^^'Moi panowie kazali mi odnaleźć i poinformować cię, że w {s9} znaleziono martwe ciało twojego posłańca. Z przykrością informujemy cię, że nigdy nie dotarł do celu. Jesteśmy do twojej dyspozycji kiedy tylko będziesz chciał coś wysłać. Wiesz gdzie nas znaleźć.'
mno_finish_m|Pech.
menu_messenger_system_res|{s4}
mno_Continue|Dziękuje za twą służbę.
menu_messenger_system_follow|{s4}
menu_messenger_system_gotoplace|{s4}
menu_messenger_system_patrolarea|{s4}
menu_messenger_system_besiegeplace|{s4}
menu_messenger_system_insult|{s4}
menu_messenger_system_sendgift|{s4}
menu_messenger_system_sugalliance|{s4}
menu_messenger_system_suggestpeace|{s3}
menu_messenger_system_declarewar|{s3}
menu_random_juice_events|Wydarzenia.
menu_event_01_juicio|Dwóch rolników, jeden wysoki i bardzo chudy, drugi niski i krępy, zostało ci przedstawionych w celu ustalenia kto jest właścicielem cieleńcia. Ich gospodarstwa ze sobą graniczą, a wysoki rolnik trzymał byka blisko krowy i ten przyprawił ją o cielaka. Krępy rolnik upiera się, że ciele należy do niego, ponieważ urodziła je jego krowa, a z kolei wysoki twierdzi, że powinno należeć do niego bo to jego byk zapłodnił krowę. Jeśli nie dostanie cielaka domaga się w zamian z to odszkodowania.
mno_choice_01_1n|Krępy ma rację. Ciele należy do niego, tak ja krowa.
mno_choice_01_2n|Wysoki ma rację. Ciele należy do niego, tak jak byk.
mno_choice_01_3n|Krępy rolnik zatrzyma cielę, ale wypłaci odszkodowanie wysokiemu.
mno_choice_01_4n|Żaden nie ma racji. Zabić cielę, a mięso rozdać ludziom!
mno_choice_01_5n|Żaden nie ma racji. Zabić cielę, a mięso podzielić na ich dwoje!
menu_event_02_juicio|Mój/a {reg59?panie:pani}, złapaliśmy mordercę! Ten człowiek zaatakował jednego z naszych posłańców {s4}, który leże teraz ciężko ranny w szpitalu . To nie ukazuje nas w dobrym świetle, posłańcy są pod twoją ochroną. Jednak sprawca chciałby ci opowiedzieć swoją wersję zanim uda się na egzekucję.^^Historia więźnia: 'Mój/a {reg59?panie:pani}, nigdy bym nie zaatakował posłańca, ale jeden z nich chciał zaciągnąć moją córkę do łóżka, na co ona nie chciała przystać! Jednak on nie zaakceptował odmowy, wszedł do mojego domu wraz z trzema kompanami i zgwałcił moją najukochańszą córkę.Śmiejąc mi się potem w twarz powiedział, że jeśli opowiem komukolwiek z gminu o tym co uczynił nikt nie uwierzy w moje slowa. Dlatego to zrobiłem! Ojciec powinien chronić swe dzieci!'
mno_choice_02_1n|Posłaniec jest pod moją ochroną. Ty i twoja rodzina zostaniecie straceni o świcie.
mno_choice_02_2n|Czuje się za ciebie odpowiedzialny. Tylko ty jutro zawiśniesz.
mno_choice_02_3n|Gdyby i mojej córce uczyniono podobną krzywdę zrobiłbym tak sam. Możesz odejść wolno.
mno_choice_02_4n|Rozkaże powiesić posłańca. Nikt nie ma prawa w ten sposób wykorzystywać swej pozycji.
menu_event_03_juicio|Przywołujesz do siebie dwoje ludzi by rozwiązać spór pomiędzy nimi. Jeden jest lokalnym właścicielem zieskim i szlachcicem, a drugi który jest rolnikiem dzierżawi od niego ziemię.^^Rolnik powiedział, że jego zbiory były bardzo słabe i nie ma jak zapłacić za dzierżawe. Szlachcic zabrał mu w ramach spłaty jego córkę by mu usługiwała w łożu i sprzątając jego posiadłość . Szlachcic jest wpływową postacią w {s4}.
mno_choice_03_1n|Ukarz rolnika. Musi zapłacić dzierżawę swemu panu.
mno_choice_03_2n|Ukaż szlachcica. Nie miał prawa zabierać córki rolnika.
mno_choice_03_3n|Zabij szlachcica i zmuś rolnika by dołączył do twojego oddziału.
mno_choice_03_4n|Zrekonpensuj straty szlachcicowi z własnej kiesy i odeślij dziewczynę do domu.
menu_farmer_attack_lord|Niezadowolony z twojej decyzji rolnik wyciąga sierp i rzuca się na szlachcica, zabijając go nim twoi ludzi zdążyli cokolwiek zrobić. Potem odwraca się do ciebie i mówi, 'To jest sprawiedliwość, draniu!'. Potem bierze sierp i podżyna sobie nim gardło.
mno_choice_03_1attack|Continue.
menu_event_04_juicio|Jeden z twoich podwładnych podchodzi do ciebie. Mówi, że wśród twoich ludzi szerzy się niezadowolenie. Powodem jest to, że jesteś zbyt łagodny, dajesz swym ludziom zbyt mały żołd i nie nagradzasz ich za ich służbę.
mno_choice_04_1n|Zapłać swoim ludziom i daj im w darze pierścienie.
mno_choice_04_2n|Powiedz swoim ludziom, że zwolnisz ich z przysięgi jeśli są na tyle głupi by odejść.
mno_choice_04_3n|Zabij człowieka stojącego najbliżej ciebie i powiedź, że nie obchodzi cię co sądzą twoi ludzie.
mno_choice_04_4n|Przyrzeknij, że zmienisz swój sposób dowodzenia.
menu_event_05_juicio|W {s4} staje przed tobą męższczyzna. Poinformowano cię, że nie chce on płacić podatków i prosi cię o uwagę. Męższczyzna mówi, że nie zamierza płacić podatków na królestwo któremu ofiarował swych synów, a którzy zgineli w prowadzonych przez nie wojnach.
mno_choice_05_1n|Ten człowiek zniósł już wystarczająco. Zwolnij go z płacenia podatków do końca życia.
mno_choice_05_2n|Ukaż tego człowieka śmiercią. Nie możesz tolerować takich procederów.
mno_choice_05_3n|Wypłać temu człowiekowi odszkodowanie za każdego z jego synów i przyrzeknij, że ich imiona nie zostaną zapomniane.
menu_nobody_want_paytax|Nagle słyszysz jak ktoś w pomieszczeniu podważa twój autorytet prawny mówiąc, że na sali jest wielu ludzi którzy stracili synów na wojnie i każdy z nich zasługuje na podobne traktowanie.
mno_choice_05_2notax|Distribute bags of money among the people as compensation (3000 penings).
mno_choice_05_3notax|Having no money for all these people, you order your men to disperse the crowd.
menu_event_06_juicio|Podchodzi do ciebie dwoje ludzi, mówią że są gotowi pozabijać się nawzajem. Jeden z nich bowiem wyciął kilka starych dębów które blokowały drogę powozom, ale w istocie stały one na granicy ich ziem.^^'Te drzewa utrudniały przejazd moim powozom!' tłumaczy pierwszy. 'Mówimy tylko o drzewach, nie rozumiem o co cała ta sytuacja!'^^'Te drzewa zostały posadzone na na tej ziemi przez mojego niedawno zmarłego ojca' krzyczy drugi.
mno_choice_06_1n|Człowiek który wyciął drzewa musi wypłacić odszkodowanie pokrzywdzonemu.
mno_choice_06_2n|Drzewa blokowały przejazd. Musiały zostać wycięte.
mno_choice_06_3n|Człowiek który wyciął drzewa musi wypłacić odszkodowanie pokrzywdzonemu, a ponadto zostanie przez ciebie ukarany.
menu_event_07_juicio|Zbiory w tym roku zapowiadają się bardzo źle! Co powinniśmy zroibć
mno_choice_07_1n|Buy some wagons of grain from other places. It is the least I can do (1000 penings).
mno_choice_07_2n|Kup kilka wozów ziarna z innych miejsc. To wszystko co mogę dać (1000 peningów).
mno_choice_07_3n|Nie mam wystarczająco pieniędzy by kupić jedzenie gdzie indziej.
menu_event_08_juicio|Podchodzi do ciebie jeden z lokalnych szlachciców mówiąc, że ma nieślubnego syna (któremu sprzyja) który pragnie do ciebie dołączyć w randze kapitana. Zgadzasz się spotkać z chłopakiem, ponieważ niestosowne byłoby odrzucenie prośby szlachcica. Gdy poznajesz chłopaka jesteś pewien, że żaden z niego materiał na żołnierz . Jego pulchna, pucułowata twarz uśmiecha się do ciebie:
mno_choice_08_1n|Pozwól by został jednym z twoich kapitanów.
mno_choice_08_2n|Powiedź, że oczekujesz zapłaty za tą przysługę.
mno_choice_08_3n|Odmów, tylko najlepsi mogą zostać kapitanami.
menu_event_09_juicio|Dotarły do ciebie dziś dwa wnioski. Jeden jest od młodego, wykształconego mnicha o imieniu Osberh, który proponuje budowę kościoła w {s4}. W zamian obiecuje poszerzyć twoją wiedzę, dzięki czemu twoja inteligencja się zwiększy.^^Słysząc to drugi wnioskodawca przepycha się by przed tobą stanąć. Jest wielkim, brodatym wojownikiem który całkowicie przysłania Osberha. Sugeruje, że fundusze lepiej wydać na rozbudowę obozu szkoleniowego, w zamian obiecuje nauczyć cię jak poprawić swą tężyznę fizyczną.
mno_choice_09_1n|Wybierz pomysł Osberha. Potrzebujesz czegoś co poszerzy twą wiedzę.
mno_choice_09_2n|Wybierz pomysł wojownika. Potrzebujesz czegoś co poprawi twą siłę.
mno_choice_09_3n|Mam dość pieniędzy by sfinansować oba projekty (3000 peningów).
mno_choice_9_4n|Ha! Masz wystarczająco dużą inteligencję, że nie spadnie o żaden punkt .
menu_event_10_juicio|Połyskujące światło przecina nocne niebo. Dużo mówi się wydarzeniach mających nastąpić jutro. Wśród ludzi żyjących w {s4} istnieje praktyka iż musi zostać dokonany akt ofiarny inaczej niebiosa ześlą swój gniew na królestwo. Tradycja ta ma swoje ujście w czasie Żniw. Wybierają wtedy najpiękniejszą dziewczynę z wioski, traktując ją niczym żyjącą boginię, a następnie zabijają ją by boski duch uleciał ku niebu. Nagle odkrywasz, że w tym miejscu praktykowane są tradycje zapomniane od wieków.
mno_choice_10_1n|Pozwól by poświęcono dziewczynę.
mno_choice_10_2n|Nie pozwól by doszło do poświęcenia i zabierz dziewczynę do swej drużyny dla bezpieczenstwa.
mno_choice_10_3n|To nie twoja sprawa.
menu_event_11_juicio|Widzisz biegnącego w twoją stronę człowieka, łapiąc oddech przekazuje ci niepokojące wieści. 'Mój/a {reg59?panie:pani}, pobliska wioska jest w wielkim niebezpieczeństwie! Ludność choruje na dziwne choroby, mają problemy z poruszaniem się, nadmiernie się pocą i wymiotują, a lokalna zielarka nie jset w stanie im pomóc. Lokalny przywódca nie chce nikogo wypuścić nim nie wydasz rozkazów!'
mno_choice_11_1n|Wyśli wojowników by sprawdzili czy nie ma żadnych kosztowności . Jeśli są jacyś ocalali, zabij ich.
mno_choice_11_2n|Wyśli drużynę by to sprawdziła. Jeśli są jacyś ocalali, zwerbuj ich.
menu_event_12_juicio|Podchodzą do ciebie dwie zakonnice. 'Mój {reg59?panie:pani}, odbieramy poród, ale nic nie idzie dobrze! Próbowałyśmy wszystkiego, ale wygląda na to, że młoda dama nie urodzi tego dziecka. Dziewczyna jest córką lokalnego lorda . Co mamy uczynić?'
mno_choice_12_1n|Zarządzić kwarantannę! Zapłacę za sprowadzenie najlepszych lekarzy jacy mogą pomóc! (500 peningów)
mno_choice_12_2n|Zarządzić kwarantannę! Zbadamy ocalałych kiedy epidemia się skończy!
menu_event_13_juicio|Penego dnia przybywa wierny ci szlachcic z okolicy, mając do ciebie dziwną prośbę. 'Mój panie/ni jestem w bardzo złej sytuacji. Straciłem wszystkie swoje pieniądze i ludzi którzy tak wierni mi służyli. Jednakże, jedna z moich córek chce wyjść za mąż, a ja nie jestem w stanie zapewnić odpowiedniego pasagu dla jej męża'.
mno_choice_13_1n|Wszyscy, uklęknijcie i módlcie się!
mno_choice_13_2n|Straże: sprowadźcie zielarkę z wioski! Już!
mno_choice_13_3n|No, you should have saved up the money up front!
menu_event_14_juicio|Pewnego dnia do twych drzwi puka chrześcijański misjonarz. Jest bardzo podniecony. 'Mój/a {reg59?panie:pani}, mam wspaniałe wieści! Kupiec z Jerozolimy jest teraz w {s4}, mówi że ma na sprzedaż kawałek Świętego Krzyża! Nie mogę uwierzyć, że mamy okazję zdobyć tak wpaniałą relikwię! Bardzo by nam pomogła rozpowszechniać wiarę w Chrystusa wśród ludzi!'
mno_choice_14_1n|Proszę, weź te pieniądze za swą wierną służbę (800 peningów).
mno_choice_14_2n|Pomogę ci, ale tylko ten jeden raz. (400 peningów).
mno_choice_15_3n|Nie możemy przepuścić takiej okazji! (5000 peningów)
menu_event_15_juicio|Kiedy ucztujesz ze swymi liudźmi twoją uwagę przykuwa idący w twym kierunku posłaniec'Mój/a {reg59?panie:pani}, powstała sytuacja {s4} przy której muszę się z tobą skonsultować.' Ubierasz się i wychodzisz na zewnątrz.^^Tłum zebrał się wykrzykując swoje racje, ale kiedy się pojawiasz szybko milknie. Starszy prosi o twoje pozwolenie by przemówić. : Mówi 'Mój/a {reg59?Panie:Pani}, potrzebujemy twojej mądrości. Jedna z kobiet powiła dziecko, ale obie twierdzą że nalezy do nich.'^Przez tobą stają obydwie kobiety. Jedna jest ubrana jest schludne, a druga odziana w łachmany.
mno_choice_15_1n|Widziałem wiele podobnych części Świętego Krzyża! Nie mam zamiaru płacić za podróbkę!
mno_choice_15_2n|Przepraszam, ale w tym miejscu czci się innych Bogów. Nie zamierzam marnować pieniędzy.
menu_child_half_one|Wtedy kobieta odziana w łachmany krzyczy, 'Nie, proszę mój/a {reg59?panie:pani}, niech tamta kobieta weźmie moje dziecko.'^^ Starszy podchodzi do niej i mówi, 'Więc to ty jesteś prawdziwą matką tego dziecka!'^^Druga kobieta wydaje się niezadowolona, 'Mogę ofiarować temu dziecku lepsze życie niż to w slamsach'.
mno_choice_half1|Give the child to the poor woman and punish the rich woman for lying.
mno_choice_half2|Give the child to the poor woman and the rich woman to the crowd.
mno_choice_half3|Give the child to the rich woman.
mno_choice_half4|Give the child to the rich woman and poor woman to your men.
menu_event_16_juicio|Twój poddany, brudny i spalony słońcem, przybywa by poinformować cię o stanie żniw. ,,Mój Panie/ni zbiory okazały się bardzo słabe w tym roku, jeśli nie obniżysz podatków przyjdzie nam głodować tej zimy.''
mno_choice_16_1n|Daj dziecko biednej kobiecie.
mno_choice_16_2n|Daj dziecko bogatej kobiecie.
menu_event_17_juicio|Osadnik z pobliskiej wioski przybywa jako twój pokorny sługa. Łapiąc oddech informuje cię, że do wioski wtargneli uzbrojeni męższczyźni porywając kobiety, bydło i zboże. Jest cały umazany we krwi i czuć od niego popiołem.
mno_choice_17_1n|Obniż podatki. Lepszy lżejszy mieszek niż głodujący poddani.
mno_choice_17_2n|Cóż, zrekonpensuje straty z własnej kieszeni (1000 peningów).
mno_choice_17_3n|There will be war. Take this money and rebuild your village.
menu_event_18_juicio|Szczęśliwa wdowa zostaje oskarżona o czary przeciwko jednemu z twoich wasali. Twój wasal to potwierdza. Zarzut jest jednak na tyle delikatny, że lepiej go nie upubliczniać.
mno_choice_18_1n|Wyślij strażników by zbadali obszar (300 peningów).
mno_choice_18_2n|Nie mam zamiaru nic z tym robić! Z drogi, kundlu!
mno_choice_18_3n|To oznacza wojnę. Proszę weź te pieniądze na odbudowę strat
menu_event_19_juicio|Misjonarze przychodzą do ciebie mówiąc, że swej łasce Bóg zesłał ich do twojej wioski. Kiedy oni i ich towarzysze potrzebując drewna naruszają starożytne drzewo bardzo ważne dla pogan, wiekszość mieszkańców chwyta za broń i rusza w stronę.
mno_choice_19_1n|Skaż szczęściwą wdowę na banicję i wygnaj z tego miejsca.
mno_choice_19_2n|Zapłać wiedźmie by pomogła ci przeciwdziałać rozprzestrzenianiu się chrześcijaństwa.
mno_choice_19_3|This missionary is wrong. Have those Christians abandon this village in peace.
menu_event_20_juicio|Kobieta z pobliskiej wsi przychodzi do ciebie, twierdząc, że jeden z męższczyzn służących w twojej armii, który zmarł w ostatnim czasie był jej mężem. Prosi cię o pomoc w opiece nad szczątkami.
mno_choice_20_1n|Misjonarze mają rację: ściąć to pogańskie drzewo.
mno_choice_20_2n|Misjonarze są w błędzie. Schwytać ich i ich towarzyszy i spalić w imię Bogów.
mno_choice_20_3n|Unluckily, I do not have money for this.
menu_event_21_juicio|Lokalny lider przychodzi do was z prośbą¦. ""Mój {reg59?Panie:Pani}, czy nie okazał byś swojego honoru i miłosierdzia tym, którzy ucierpieli służąc ci? Mamy dziesiątki kalekich i ułomnych sierot i rodzin proszących na ulicach o pieniądze, które straciły ojców i mężóww w twoich bitwach. Musimy ich nagrodzić i ochronić by byli lojalni i jeśli zajdzie potrzeba staneli do walki u twego boku.
mno_choice_21_1n|It isn't my fault my men don't save their wealth for their families.
mno_choice_21_3n|We should support our veterans and their families (800 penings).
mno_choice_21_4n|Open my coffers and all families shall receive support from their {reg59?lady:lord} (2000 penings).
mno_choice_21_5n|I have no money for this unexpected expense.
